PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Colorado,2014,16,X,0.630307,X,X,X,X,X,X,144,11,22846
States,New York,2014,16,X,2.37233,X,X,X,X,X,X,321,148,13531
States,Colorado,2014,17,X,0.55975,X,X,X,X,X,X,129,11,23046
States,New York,2014,17,X,1.50943,X,X,X,X,X,X,232,149,15370
States,Colorado,2014,18,X,0.678092,X,X,X,X,X,X,146,8,21531
States,New York,2014,18,X,1.59652,X,X,X,X,X,X,253,147,15847
States,Colorado,2014,19,X,0.0944882,X,X,X,X,X,X,3,6,3175
States,New York,2014,19,X,1.362,X,X,X,X,X,X,216,147,15859
States,Colorado,2014,20,X,0.232693,X,X,X,X,X,X,8,7,3438
States,New York,2014,20,X,1.32629,X,X,X,X,X,X,201,141,15155
States,Colorado,2014,21,X,0.16442,X,X,X,X,X,X,5,7,3041
States,New York,2014,21,X,1.06975,X,X,X,X,X,X,148,140,13835
States,Colorado,2014,22,X,0.139324,X,X,X,X,X,X,4,7,2871
States,New York,2014,22,X,0.905888,X,X,X,X,X,X,90,138,9935
States,Colorado,2014,23,X,0.423403,X,X,X,X,X,X,11,6,2598
States,New York,2014,23,X,1.02176,X,X,X,X,X,X,116,135,11353
States,Colorado,2014,24,X,0.432181,X,X,X,X,X,X,13,5,3008
States,New York,2014,24,X,1.28228,X,X,X,X,X,X,144,131,11230
States,Colorado,2014,25,X,0.545746,X,X,X,X,X,X,17,5,3115
States,New York,2014,25,X,1.08052,X,X,X,X,X,X,126,129,11661
States,Colorado,2014,26,X,0.599341,X,X,X,X,X,X,20,5,3337
States,New York,2014,26,X,0.863077,X,X,X,X,X,X,96,128,11123
States,Colorado,2014,27,X,0.707825,X,X,X,X,X,X,18,5,2543
States,New York,2014,27,X,0.96,X,X,X,X,X,X,90,128,9375
States,Colorado,2014,28,X,0.26938,X,X,X,X,X,X,9,6,3341
States,New York,2014,28,X,0.662061,X,X,X,X,X,X,69,129,10422
States,Colorado,2014,29,X,0.42343,X,X,X,X,X,X,12,6,2834
States,New York,2014,29,X,0.7849,X,X,X,X,X,X,84,129,10702
States,Colorado,2014,30,X,0.223857,X,X,X,X,X,X,7,5,3127
States,New York,2014,30,X,0.633318,X,X,X,X,X,X,69,129,10895
States,Colorado,2014,31,X,0.335345,X,X,X,X,X,X,10,4,2982
States,New York,2014,31,X,0.790175,X,X,X,X,X,X,83,128,10504
States,Colorado,2014,32,X,0.383632,X,X,X,X,X,X,12,5,3128
States,New York,2014,32,X,0.585309,X,X,X,X,X,X,60,125,10251
States,Colorado,2014,33,X,0.541455,X,X,X,X,X,X,16,5,2955
States,New York,2014,33,X,0.552118,X,X,X,X,X,X,58,123,10505
States,Colorado,2014,34,X,0.501812,X,X,X,X,X,X,18,6,3587
States,New York,2014,34,X,0.449357,X,X,X,X,X,X,50,123,11127
States,Colorado,2014,35,X,0.632757,X,X,X,X,X,X,26,6,4109
States,New York,2014,35,X,0.530206,X,X,X,X,X,X,66,124,12448
States,Colorado,2014,36,X,0.562588,X,X,X,X,X,X,12,6,2133
States,New York,2014,36,X,0.337711,X,X,X,X,X,X,36,124,10660
States,Colorado,2014,37,X,0.575409,X,X,X,X,X,X,19,5,3302
States,New York,2014,37,X,0.645665,X,X,X,X,X,X,91,125,14094
States,Colorado,2014,38,X,0.461823,X,X,X,X,X,X,15,6,3248
States,New York,2014,38,X,0.835488,X,X,X,X,X,X,126,127,15081
States,Colorado,2014,39,X,0.38112,X,X,X,X,X,X,13,6,3411
States,New York,2014,39,X,0.796167,X,X,X,X,X,X,108,125,13565
States,Colorado,2014,40,X,0.466945,X,X,X,X,X,X,19,6,4069
States,New York,2014,40,X,0.693823,X,X,X,X,X,X,124,153,17872
States,Colorado,2014,41,X,0.427594,X,X,X,X,X,X,15,6,3508
States,New York,2014,41,X,0.609081,X,X,X,X,X,X,110,155,18060
States,Colorado,2014,42,X,0.472813,X,X,X,X,X,X,18,6,3807
States,New York,2014,42,X,0.76846,X,X,X,X,X,X,138,157,17958
States,Colorado,2014,43,X,0.440643,X,X,X,X,X,X,17,4,3858
States,New York,2014,43,X,0.872553,X,X,X,X,X,X,160,159,18337
States,Colorado,2014,44,X,0.49776,X,X,X,X,X,X,20,6,4018
States,New York,2014,44,X,0.95177,X,X,X,X,X,X,178,161,18702
States,Colorado,2014,45,X,0.557,X,X,X,X,X,X,15,6,2693
States,New York,2014,45,X,1.10596,X,X,X,X,X,X,210,161,18988
States,Colorado,2014,46,X,0.42123,X,X,X,X,X,X,15,5,3561
States,New York,2014,46,X,1.11014,X,X,X,X,X,X,191,160,17205
States,Colorado,2014,47,X,0.202293,X,X,X,X,X,X,6,4,2966
States,New York,2014,47,X,1.38222,X,X,X,X,X,X,259,163,18738
States,Colorado,2014,48,X,0.311624,X,X,X,X,X,X,10,4,3209
States,New York,2014,48,X,1.84683,X,X,X,X,X,X,218,163,11804
States,Colorado,2014,49,X,0.979772,X,X,X,X,X,X,31,6,3164
States,New York,2014,49,X,1.41337,X,X,X,X,X,X,259,163,18325
States,Colorado,2014,50,X,1.28205,X,X,X,X,X,X,46,6,3588
States,New York,2014,50,X,1.64571,X,X,X,X,X,X,267,153,16224
States,Colorado,2014,51,X,1.79181,X,X,X,X,X,X,63,6,3516
States,New York,2014,51,X,2.65033,X,X,X,X,X,X,398,149,15017
States,Colorado,2014,52,X,3.23077,X,X,X,X,X,X,105,5,3250
States,New York,2014,52,X,6.18794,X,X,X,X,X,X,592,150,9567
States,Colorado,2014,53,X,4.69657,X,X,X,X,X,X,89,4,1895
States,New York,2014,53,X,4.54991,X,X,X,X,X,X,418,147,9187
States,Colorado,2015,1,X,3.56194,X,X,X,X,X,X,134,6,3762
States,New York,2015,1,X,4.20694,X,X,X,X,X,X,370,84,8795
States,Colorado,2015,2,X,2.83366,X,X,X,X,X,X,100,6,3529
States,New York,2015,2,X,5.391,X,X,X,X,X,X,526,86,9757
States,Colorado,2015,3,X,2.68916,X,X,X,X,X,X,102,5,3793
States,New York,2015,3,X,5.58831,X,X,X,X,X,X,635,82,11363
States,Colorado,2015,4,X,2.81489,X,X,X,X,X,X,118,6,4192
States,New York,2015,4,X,6.32707,X,X,X,X,X,X,744,85,11759
States,Colorado,2015,5,X,2.72177,X,X,X,X,X,X,81,5,2976
States,New York,2015,5,X,6.69472,X,X,X,X,X,X,700,80,10456
States,Colorado,2015,6,X,1.84471,X,X,X,X,X,X,67,6,3632
States,New York,2015,6,X,5.70743,X,X,X,X,X,X,666,82,11669
States,Colorado,2015,7,X,1.80925,X,X,X,X,X,X,70,6,3869
States,New York,2015,7,X,4.02477,X,X,X,X,X,X,403,79,10013
States,Colorado,2015,8,X,1.24238,X,X,X,X,X,X,55,6,4427
States,New York,2015,8,X,2.72662,X,X,X,X,X,X,305,82,11186
States,Colorado,2015,9,X,1.17759,X,X,X,X,X,X,37,6,3142
States,New York,2015,9,X,2.51903,X,X,X,X,X,X,278,83,11036
States,Colorado,2015,10,X,1.26732,X,X,X,X,X,X,43,4,3393
States,New York,2015,10,X,1.8082,X,X,X,X,X,X,191,81,10563
States,Colorado,2015,11,X,1.47271,X,X,X,X,X,X,51,5,3463
States,New York,2015,11,X,2.28283,X,X,X,X,X,X,226,77,9900
States,Colorado,2015,12,X,0.795287,X,X,X,X,X,X,27,5,3395
States,New York,2015,12,X,2.15005,X,X,X,X,X,X,237,81,11023
States,Colorado,2015,13,X,1.02354,X,X,X,X,X,X,30,6,2931
States,New York,2015,13,X,2.7072,X,X,X,X,X,X,244,79,9013
States,Colorado,2015,14,X,0.589198,X,X,X,X,X,X,18,6,3055
States,New York,2015,14,X,2.46135,X,X,X,X,X,X,199,78,8085
States,Colorado,2015,15,X,0.859005,X,X,X,X,X,X,29,6,3376
States,New York,2015,15,X,1.91507,X,X,X,X,X,X,184,77,9608
States,Colorado,2015,16,X,0.537178,X,X,X,X,X,X,19,6,3537
States,New York,2015,16,X,1.4716,X,X,X,X,X,X,150,75,10193
States,Colorado,2015,17,X,0.660859,X,X,X,X,X,X,22,6,3329
States,New York,2015,17,X,1.58698,X,X,X,X,X,X,155,74,9767
States,Colorado,2015,18,X,0.668577,X,X,X,X,X,X,21,6,3141
States,New York,2015,18,X,1.8077,X,X,X,X,X,X,185,73,10234
States,Colorado,2015,19,X,0.525015,X,X,X,X,X,X,17,6,3238
States,New York,2015,19,X,1.18835,X,X,X,X,X,X,113,71,9509
States,Colorado,2015,20,X,0.258481,X,X,X,X,X,X,8,6,3095
States,New York,2015,20,X,1.3621,X,X,X,X,X,X,101,66,7415
States,Colorado,2015,21,X,0.194553,X,X,X,X,X,X,6,5,3084
States,New York,2015,21,X,1.64894,X,X,X,X,X,X,93,64,5640
States,Colorado,2015,22,X,0.279232,X,X,X,X,X,X,8,5,2865
States,New York,2015,22,X,1.80865,X,X,X,X,X,X,107,62,5916
States,Colorado,2015,23,X,0.312717,X,X,X,X,X,X,9,5,2878
States,New York,2015,23,X,1.2451,X,X,X,X,X,X,73,60,5863
States,Colorado,2015,24,X,0.228758,X,X,X,X,X,X,7,5,3060
States,New York,2015,24,X,0.441726,X,X,X,X,X,X,26,60,5886
States,Colorado,2015,25,X,0.352338,X,X,X,X,X,X,11,6,3122
States,New York,2015,25,X,0.823114,X,X,X,X,X,X,49,61,5953
States,Colorado,2015,26,X,0.248679,X,X,X,X,X,X,8,5,3217
States,New York,2015,26,X,1.23305,X,X,X,X,X,X,60,60,4866
States,Colorado,2015,27,X,0.298013,X,X,X,X,X,X,9,5,3020
States,New York,2015,27,X,1.31579,X,X,X,X,X,X,71,60,5396
States,Colorado,2015,28,X,0.265781,X,X,X,X,X,X,8,6,3010
States,New York,2015,28,X,1.17908,X,X,X,X,X,X,69,60,5852
States,Colorado,2015,29,X,0.426789,X,X,X,X,X,X,13,6,3046
States,New York,2015,29,X,0.900576,X,X,X,X,X,X,50,58,5552
States,Colorado,2015,30,X,0.462368,X,X,X,X,X,X,18,4,3893
States,New York,2015,30,X,1.36986,X,X,X,X,X,X,71,60,5183
States,Colorado,2015,31,X,0.415251,X,X,X,X,X,X,11,5,2649
States,New York,2015,31,X,1.50362,X,X,X,X,X,X,81,60,5387
States,Colorado,2015,32,X,0.310752,X,X,X,X,X,X,10,6,3218
States,New York,2015,32,X,1.48782,X,X,X,X,X,X,80,58,5377
States,Colorado,2015,33,X,0.424757,X,X,X,X,X,X,14,5,3296
States,New York,2015,33,X,0.839793,X,X,X,X,X,X,52,57,6192
States,Colorado,2015,34,X,0.630734,X,X,X,X,X,X,22,6,3488
States,New York,2015,34,X,1.27684,X,X,X,X,X,X,88,56,6892
States,Colorado,2015,35,X,0.428004,X,X,X,X,X,X,14,6,3271
States,New York,2015,35,X,0.708316,X,X,X,X,X,X,50,55,7059
States,Colorado,2015,36,X,0.36523,X,X,X,X,X,X,10,5,2738
States,New York,2015,36,X,0.690934,X,X,X,X,X,X,41,55,5934
States,Colorado,2015,37,X,0.453858,X,X,X,X,X,X,15,5,3305
States,New York,2015,37,X,1.23784,X,X,X,X,X,X,84,54,6786
States,Colorado,2015,38,X,0.631769,X,X,X,X,X,X,21,5,3324
States,New York,2015,38,X,1.01226,X,X,X,X,X,X,71,55,7014
States,Colorado,2015,39,X,0.394777,X,X,X,X,X,X,13,6,3293
States,New York,2015,39,X,0.426954,X,X,X,X,X,X,23,23,5387
States,Colorado,2015,40,X,0.51656,X,X,X,X,X,X,17,5,3291
States,New York,2015,40,X,0.588433,X,X,X,X,X,X,70,80,11896
States,Colorado,2015,41,X,0.62028,X,X,X,X,X,X,23,6,3708
States,New York,2015,41,X,0.557203,X,X,X,X,X,X,62,80,11127
States,Colorado,2015,42,X,0.528659,X,X,X,X,X,X,19,6,3594
States,New York,2015,42,X,0.85962,X,X,X,X,X,X,115,82,13378
States,Colorado,2015,43,X,0.440744,X,X,X,X,X,X,18,5,4084
States,New York,2015,43,X,0.816171,X,X,X,X,X,X,107,83,13110
States,Colorado,2015,44,X,0.359595,X,X,X,X,X,X,11,5,3059
States,New York,2015,44,X,0.655665,X,X,X,X,X,X,89,84,13574
States,Colorado,2015,45,X,0.389206,X,X,X,X,X,X,15,5,3854
States,New York,2015,45,X,0.723665,X,X,X,X,X,X,97,85,13404
States,Colorado,2015,46,X,0.513322,X,X,X,X,X,X,21,5,4091
States,New York,2015,46,X,1.18498,X,X,X,X,X,X,159,82,13418
States,Colorado,2015,47,X,0.659051,X,X,X,X,X,X,15,5,2276
States,New York,2015,47,X,0.97867,X,X,X,X,X,X,78,83,7970
States,Colorado,2015,48,X,0.515759,X,X,X,X,X,X,18,6,3490
States,New York,2015,48,X,1.1818,X,X,X,X,X,X,141,80,11931
States,Colorado,2015,49,X,0.838355,X,X,X,X,X,X,32,6,3817
States,New York,2015,49,X,1.51335,X,X,X,X,X,X,178,77,11762
States,Colorado,2015,50,X,0.508187,X,X,X,X,X,X,18,5,3542
States,New York,2015,50,X,1.25511,X,X,X,X,X,X,129,80,10278
States,Colorado,2015,51,X,0.786943,X,X,X,X,X,X,27,6,3431
States,New York,2015,51,X,2.14651,X,X,X,X,X,X,126,80,5870
States,Colorado,2015,52,X,1.41364,X,X,X,X,X,X,23,4,1627
States,New York,2015,52,X,1.97842,X,X,X,X,X,X,99,78,5004
States,Colorado,2016,1,X,1.148,X,X,X,X,X,X,37,6,3223
States,New York,2016,1,X,1.15723,X,X,X,X,X,X,92,75,7950
States,Colorado,2016,2,X,0.941567,X,X,X,X,X,X,34,6,3611
States,New York,2016,2,X,2.56989,X,X,X,X,X,X,205,78,7977
States,Colorado,2016,3,X,1.00711,X,X,X,X,X,X,34,7,3376
States,New York,2016,3,X,1.90067,X,X,X,X,X,X,155,82,8155
States,Colorado,2016,4,X,0.835921,X,X,X,X,X,X,35,7,4187
States,New York,2016,4,X,1.6013,X,X,X,X,X,X,167,81,10429
States,Colorado,2016,5,X,1.16318,X,X,X,X,X,X,35,6,3009
States,New York,2016,5,X,1.7329,X,X,X,X,X,X,191,83,11022
States,Colorado,2016,6,X,1.27733,X,X,X,X,X,X,52,7,4071
States,New York,2016,6,X,2.71642,X,X,X,X,X,X,273,80,10050
States,Colorado,2016,7,X,1.50134,X,X,X,X,X,X,56,7,3730
States,New York,2016,7,X,1.76664,X,X,X,X,X,X,172,80,9736
States,Colorado,2016,8,X,1.58921,X,X,X,X,X,X,66,7,4153
States,New York,2016,8,X,2.83297,X,X,X,X,X,X,288,79,10166
States,Colorado,2016,9,X,1.67642,X,X,X,X,X,X,63,5,3758
States,New York,2016,9,X,3.41463,X,X,X,X,X,X,357,80,10455
States,Colorado,2016,10,X,1.67542,X,X,X,X,X,X,67,6,3999
States,New York,2016,10,X,3.41609,X,X,X,X,X,X,366,79,10714
States,Colorado,2016,11,X,1.6285,X,X,X,X,X,X,64,7,3930
States,New York,2016,11,X,3.80303,X,X,X,X,X,X,346,75,9098
States,Colorado,2016,12,X,1.80285,X,X,X,X,X,X,62,6,3439
States,New York,2016,12,X,2.89463,X,X,X,X,X,X,278,72,9604
States,Colorado,2016,13,X,1.45565,X,X,X,X,X,X,43,6,2954
States,New York,2016,13,X,1.59898,X,X,X,X,X,X,113,47,7067
States,Colorado,2016,14,X,1.25915,X,X,X,X,X,X,43,6,3415
States,New York,2016,14,X,1.35135,X,X,X,X,X,X,97,45,7178
States,Colorado,2016,15,X,1.14943,X,X,X,X,X,X,42,7,3654
States,New York,2016,15,X,1.53967,X,X,X,X,X,X,118,41,7664
States,Colorado,2016,16,X,1.17543,X,X,X,X,X,X,40,7,3403
States,New York,2016,16,X,1.09692,X,X,X,X,X,X,79,40,7202
States,Colorado,2016,17,X,0.909538,X,X,X,X,X,X,37,7,4068
States,New York,2016,17,X,1.0275,X,X,X,X,X,X,68,40,6618
States,Colorado,2016,18,X,0.810612,X,X,X,X,X,X,22,5,2714
States,New York,2016,18,X,0.858972,X,X,X,X,X,X,55,37,6403
States,Colorado,2016,19,X,0.729288,X,X,X,X,X,X,25,7,3428
States,New York,2016,19,X,0.552289,X,X,X,X,X,X,31,36,5613
States,Colorado,2016,20,X,0.635654,X,X,X,X,X,X,22,6,3461
States,New York,2016,20,X,0.529832,X,X,X,X,X,X,23,34,4341
States,Colorado,2016,21,X,0.493523,X,X,X,X,X,X,16,6,3242
States,New York,2016,21,X,0.327198,X,X,X,X,X,X,8,30,2445
States,Colorado,2016,22,X,0.311958,X,X,X,X,X,X,9,6,2885
States,New York,2016,22,X,0,X,X,X,X,X,X,0,32,1965
States,Colorado,2016,23,X,0.577157,X,X,X,X,X,X,19,7,3292
States,New York,2016,23,X,0,X,X,X,X,X,X,0,32,2372
States,Colorado,2016,24,X,0.537474,X,X,X,X,X,X,18,6,3349
States,New York,2016,24,X,0.0979912,X,X,X,X,X,X,2,30,2041
States,Colorado,2016,25,X,0.378191,X,X,X,X,X,X,12,6,3173
States,New York,2016,25,X,0.0453926,X,X,X,X,X,X,1,31,2203
States,Colorado,2016,26,X,0.322477,X,X,X,X,X,X,10,5,3101
States,New York,2016,26,X,0.0457247,X,X,X,X,X,X,1,31,2187
States,Colorado,2016,27,X,0.322581,X,X,X,X,X,X,8,7,2480
States,New York,2016,27,X,0,X,X,X,X,X,X,0,31,1800
States,Colorado,2016,28,X,0.297177,X,X,X,X,X,X,10,7,3365
States,New York,2016,28,X,0.0838926,X,X,X,X,X,X,2,30,2384
States,Colorado,2016,29,X,0.377477,X,X,X,X,X,X,12,6,3179
States,New York,2016,29,X,0,X,X,X,X,X,X,0,29,1968
States,Colorado,2016,30,X,0.191257,X,X,X,X,X,X,7,5,3660
States,New York,2016,30,X,0,X,X,X,X,X,X,0,30,2143
States,Colorado,2016,31,X,0.313917,X,X,X,X,X,X,9,6,2867
States,New York,2016,31,X,0.110742,X,X,X,X,X,X,2,26,1806
States,Colorado,2016,32,X,0.301932,X,X,X,X,X,X,10,5,3312
States,New York,2016,32,X,0,X,X,X,X,X,X,0,26,1638
States,Colorado,2016,33,X,0.24377,X,X,X,X,X,X,9,6,3692
States,New York,2016,33,X,0.182039,X,X,X,X,X,X,3,23,1648
States,Colorado,2016,34,X,0.617761,X,X,X,X,X,X,16,7,2590
States,New York,2016,34,X,0.031506,X,X,X,X,X,X,1,21,3174
States,Colorado,2016,35,X,1.21923,X,X,X,X,X,X,53,7,4347
States,New York,2016,35,X,0,X,X,X,X,X,X,0,24,4301
States,Colorado,2016,36,X,0.694444,X,X,X,X,X,X,21,7,3024
States,New York,2016,36,X,0.0777605,X,X,X,X,X,X,3,24,3858
States,Colorado,2016,37,X,1.11019,X,X,X,X,X,X,40,6,3603
States,New York,2016,37,X,0.183486,X,X,X,X,X,X,9,24,4905
States,Colorado,2016,38,X,0.989467,X,X,X,X,X,X,31,6,3133
States,New York,2016,38,X,0.0412967,X,X,X,X,X,X,2,24,4843
States,Colorado,2016,39,X,0.634417,X,X,X,X,X,X,32,6,5044
States,New York,2016,39,X,0.164406,X,X,X,X,X,X,8,25,4866
States,Colorado,2016,40,X,0.77574,X,X,X,X,X,X,22,5,2836
States,New York,2016,40,X,0.725918,X,X,X,X,X,X,115,66,15842
States,Colorado,2016,41,X,1.20449,X,X,X,X,X,X,44,5,3653
States,New York,2016,41,X,0.945864,X,X,X,X,X,X,141,64,14907
States,Colorado,2016,42,X,1.08558,X,X,X,X,X,X,43,5,3961
States,New York,2016,42,X,1.10167,X,X,X,X,X,X,175,65,15885
States,Colorado,2016,43,X,0.931521,X,X,X,X,X,X,37,6,3972
States,New York,2016,43,X,0.898849,X,X,X,X,X,X,146,67,16243
States,Colorado,2016,44,X,0.388299,X,X,X,X,X,X,15,6,3863
States,New York,2016,44,X,0.918,X,X,X,X,X,X,148,71,16122
States,Colorado,2016,45,X,0.711744,X,X,X,X,X,X,28,7,3934
States,New York,2016,45,X,1.22738,X,X,X,X,X,X,194,69,15806
States,Colorado,2016,46,X,1.04565,X,X,X,X,X,X,41,7,3921
States,New York,2016,46,X,1.12103,X,X,X,X,X,X,182,70,16235
States,Colorado,2016,47,X,0.695581,X,X,X,X,X,X,17,4,2444
States,New York,2016,47,X,1.74806,X,X,X,X,X,X,194,72,11098
States,Colorado,2016,48,X,1.66047,X,X,X,X,X,X,67,7,4035
States,New York,2016,48,X,1.62637,X,X,X,X,X,X,261,71,16048
States,Colorado,2016,49,X,1.25899,X,X,X,X,X,X,49,7,3892
States,New York,2016,49,X,1.45618,X,X,X,X,X,X,223,70,15314
States,Colorado,2016,50,X,1.4232,X,X,X,X,X,X,53,7,3724
States,New York,2016,50,X,1.47612,X,X,X,X,X,X,208,69,14091
States,Colorado,2016,51,X,1.74142,X,X,X,X,X,X,66,6,3790
States,New York,2016,51,X,3.14039,X,X,X,X,X,X,389,68,12387
States,Colorado,2016,52,X,0.52356,X,X,X,X,X,X,2,4,382
States,New York,2016,52,X,5.42753,X,X,X,X,X,X,537,64,9894
States,Colorado,2017,1,X,1.89284,X,X,X,X,X,X,65,6,3434
States,New York,2017,1,X,5.17272,X,X,X,X,X,X,584,65,11290
States,Colorado,2017,2,X,1.64474,X,X,X,X,X,X,55,5,3344
States,New York,2017,2,X,5.93932,X,X,X,X,X,X,736,67,12392
States,Colorado,2017,3,X,2.23164,X,X,X,X,X,X,79,5,3540
States,New York,2017,3,X,6.78861,X,X,X,X,X,X,913,68,13449
States,Colorado,2017,4,X,1.87467,X,X,X,X,X,X,70,5,3734
States,New York,2017,4,X,7.54014,X,X,X,X,X,X,1174,69,15570
States,Colorado,2017,5,X,2.27024,X,X,X,X,X,X,83,5,3656
States,New York,2017,5,X,8.68115,X,X,X,X,X,X,1431,69,16484
States,Colorado,2017,6,X,2.03286,X,X,X,X,X,X,73,5,3591
States,New York,2017,6,X,9.81455,X,X,X,X,X,X,1466,68,14937
States,Colorado,2017,7,X,3.53982,X,X,X,X,X,X,8,5,226
States,New York,2017,7,X,8.27769,X,X,X,X,X,X,1153,66,13929
States,Colorado,2017,8,X,1.31508,X,X,X,X,X,X,49,5,3726
States,New York,2017,8,X,6.33198,X,X,X,X,X,X,811,67,12808
States,Colorado,2017,9,X,1.73661,X,X,X,X,X,X,60,5,3455
States,New York,2017,9,X,2.9721,X,X,X,X,X,X,407,67,13694
States,Colorado,2017,10,X,1.57924,X,X,X,X,X,X,56,5,3546
States,New York,2017,10,X,3.20508,X,X,X,X,X,X,419,66,13073
States,Colorado,2017,11,X,1.2087,X,X,X,X,X,X,45,5,3723
States,New York,2017,11,X,3.91216,X,X,X,X,X,X,383,64,9790
States,Colorado,2017,12,X,1.84162,X,X,X,X,X,X,60,6,3258
States,New York,2017,12,X,3.57547,X,X,X,X,X,X,505,68,14124
States,Colorado,2017,13,X,1.39035,X,X,X,X,X,X,53,5,3812
States,New York,2017,13,X,4.58545,X,X,X,X,X,X,568,66,12387
States,Colorado,2017,14,X,1.49502,X,X,X,X,X,X,45,5,3010
States,New York,2017,14,X,4.82565,X,X,X,X,X,X,584,62,12102
States,Colorado,2017,15,X,0.969856,X,X,X,X,X,X,37,6,3815
States,New York,2017,15,X,3.25149,X,X,X,X,X,X,343,58,10549
States,Colorado,2017,16,X,1.13247,X,X,X,X,X,X,43,5,3797
States,New York,2017,16,X,1.9606,X,X,X,X,X,X,209,56,10660
States,Colorado,2017,17,X,1.37306,X,X,X,X,X,X,53,5,3860
States,New York,2017,17,X,1.9738,X,X,X,X,X,X,217,57,10994
States,Colorado,2017,18,X,1.33562,X,X,X,X,X,X,39,6,2920
States,New York,2017,18,X,1.96009,X,X,X,X,X,X,221,56,11275
States,Colorado,2017,19,X,0.626021,X,X,X,X,X,X,23,6,3674
States,New York,2017,19,X,1.4525,X,X,X,X,X,X,163,55,11222
States,Colorado,2017,20,X,1.13869,X,X,X,X,X,X,39,6,3425
States,New York,2017,20,X,1.47045,X,X,X,X,X,X,154,54,10473
States,Colorado,2017,21,X,1.41981,X,X,X,X,X,X,44,1,3099
States,New York,2017,21,X,1.64255,X,X,X,X,X,X,143,44,8706
States,Colorado,2017,22,X,0.746269,X,X,X,X,X,X,2,5,268
States,New York,2017,22,X,1.66997,X,X,X,X,X,X,101,43,6048
States,Colorado,2017,23,X,0.494761,X,X,X,X,X,X,17,6,3436
States,New York,2017,23,X,1.43437,X,X,X,X,X,X,106,42,7390
States,Colorado,2017,24,X,0,X,X,X,X,X,X,0,5,322
States,New York,2017,24,X,1.36968,X,X,X,X,X,X,104,43,7593
States,Colorado,2017,25,X,0.737191,X,X,X,X,X,X,20,4,2713
States,New York,2017,25,X,1.38908,X,X,X,X,X,X,100,42,7199
States,Colorado,2017,26,X,0.455927,X,X,X,X,X,X,18,6,3948
States,New York,2017,26,X,1.18149,X,X,X,X,X,X,83,43,7025
States,Colorado,2017,27,X,0.403587,X,X,X,X,X,X,9,5,2230
States,New York,2017,27,X,1.1153,X,X,X,X,X,X,74,43,6635
States,Colorado,2017,28,X,0.431034,X,X,X,X,X,X,13,1,3016
States,New York,2017,28,X,0.998308,X,X,X,X,X,X,59,43,5910
States,Colorado,2017,29,X,0.216316,X,X,X,X,X,X,7,5,3236
States,New York,2017,29,X,1.07903,X,X,X,X,X,X,74,42,6858
States,Colorado,2017,30,X,0.164258,X,X,X,X,X,X,5,5,3044
States,New York,2017,30,X,0.944611,X,X,X,X,X,X,66,41,6987
States,Colorado,2017,31,X,0.444074,X,X,X,X,X,X,16,6,3603
States,New York,2017,31,X,0.961125,X,X,X,X,X,X,67,41,6971
States,Colorado,2017,32,X,0.529838,X,X,X,X,X,X,19,5,3586
States,New York,2017,32,X,0.904343,X,X,X,X,X,X,71,41,7851
States,Colorado,2017,33,X,0.449371,X,X,X,X,X,X,15,6,3338
States,New York,2017,33,X,0.893612,X,X,X,X,X,X,74,40,8281
States,Colorado,2017,34,X,0.615836,X,X,X,X,X,X,21,6,3410
States,New York,2017,34,X,0.899017,X,X,X,X,X,X,86,41,9566
States,Colorado,2017,35,X,1.04757,X,X,X,X,X,X,37,6,3532
States,New York,2017,35,X,0.795934,X,X,X,X,X,X,83,40,10428
States,Colorado,2017,36,X,1.19166,X,X,X,X,X,X,36,6,3021
States,New York,2017,36,X,0.932594,X,X,X,X,X,X,79,41,8471
States,Colorado,2017,37,X,0.330311,X,X,X,X,X,X,145,42,43898
States,New York,2017,37,X,0.904698,X,X,X,X,X,X,88,40,9727
States,Colorado,2017,38,X,0.438989,X,X,X,X,X,X,103,42,23463
States,New York,2017,38,X,0.938622,X,X,X,X,X,X,102,41,10867
States,Colorado,2017,39,X,0.442427,X,X,X,X,X,X,192,42,43397
States,New York,2017,39,X,1.24783,X,X,X,X,X,X,122,39,9777
States,Colorado,2017,40,X,0.561578,X,X,X,X,X,X,129,42,22971
States,New York,2017,40,X,1.18211,X,X,X,X,X,X,138,50,11674
States,Colorado,2017,41,X,0.61809,X,X,X,X,X,X,142,42,22974
States,New York,2017,41,X,1.0482,X,X,X,X,X,X,132,54,12593
States,Colorado,2017,42,X,0.644714,X,X,X,X,X,X,158,42,24507
States,New York,2017,42,X,1.37649,X,X,X,X,X,X,185,52,13440
States,Colorado,2017,43,X,0.60276,X,X,X,X,X,X,145,42,24056
States,New York,2017,43,X,1.36251,X,X,X,X,X,X,193,54,14165
States,Colorado,2017,44,X,0.790138,X,X,X,X,X,X,191,42,24173
States,New York,2017,44,X,1.51156,X,X,X,X,X,X,204,53,13496
States,Colorado,2017,45,X,0.899244,X,X,X,X,X,X,220,42,24465
States,New York,2017,45,X,1.61033,X,X,X,X,X,X,232,56,14407
